c0_v3_stage1_pred,c1_v3_stage1_pred,c2_v3_stage1_pred,c3_v3_stage1_pred,c4_v3_stage1_pred,c5_v3_stage1_pred,c6_v3_stage1_pred,c7_v3_stage1_pred,c8_v3_stage1_pred,c9_v3_stage1_pred
0.006,0.0,0.022,0.06,0.0,0.036,0.02,0.002,0.796,0.058
0.018,0.012,0.002,0.002,0.898,0.012,0.05,0.004,0.002,0.0
0.002,0.02,0.022,0.852,0.0,0.032,0.0,0.006,0.026,0.04
0.006,0.086,0.006,0.01,0.07,0.01,0.012,0.74,0.046,0.014
0.0,0.026,0.8,0.046,0.004,0.044,0.006,0.012,0.038,0.024
0.026,0.016,0.002,0.014,0.222,0.474,0.09,0.048,0.014,0.094
0.996,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0
0.0,0.008,0.034,0.936,0.0,0.002,0.0,0.0,0.008,0.012
0.006,0.006,0.012,0.05,0.002,0.032,0.002,0.006,0.038,0.846
0.022,0.032,0.004,0.07,0.004,0.012,0.01,0.0,0.024,0.822
0.0,0.0,0.01,0.898,0.0,0.01,0.002,0.0,0.006,0.074
0.84,0.01,0.0,0.004,0.118,0.0,0.004,0.002,0.01,0.012
0.01,0.028,0.088,0.446,0.02,0.014,0.008,0.062,0.294,0.03
0.0,0.0,0.0,0.0,0.002,0.002,0.996,0.0,0.0,0.0
0.002,0.056,0.01,0.022,0.002,0.854,0.002,0.004,0.024,0.024
0.0,0.0,0.0,0.002,0.004,0.0,0.992,0.0,0.002,0.0
0.0,0.008,0.05,0.908,0.0,0.002,0.0,0.004,0.024,0.004
0.0,0.002,0.002,0.088,0.0,0.83,0.008,0.0,0.01,0.06
0.02,0.014,0.018,0.062,0.0,0.016,0.008,0.006,0.006,0.85
0.0,0.0,0.01,0.976,0.002,0.0,0.0,0.002,0.0,0.01
0.002,0.014,0.02,0.016,0.006,0.898,0.002,0.008,0.026,0.008
0.006,0.068,0.766,0.056,0.002,0.006,0.0,0.024,0.058,0.014
0.002,0.004,0.944,0.026,0.0,0.006,0.0,0.004,0.012,0.002
0.006,0.008,0.006,0.0,0.904,0.014,0.008,0.046,0.004,0.004
0.004,0.002,0.012,0.104,0.0,0.008,0.002,0.004,0.008,0.856
0.002,0.046,0.018,0.07,0.054,0.25,0.002,0.11,0.146,0.302
0.012,0.048,0.01,0.046,0.092,0.1,0.02,0.522,0.134,0.016
0.002,0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.0,0.0
0.0,0.026,0.006,0.01,0.054,0.024,0.0,0.798,0.054,0.028
0.0,0.01,0.008,0.654,0.0,0.07,0.0,0.002,0.052,0.204
0.016,0.032,0.022,0.034,0.038,0.308,0.436,0.016,0.09,0.008
0.006,0.068,0.09,0.418,0.032,0.124,0.036,0.13,0.072,0.024
0.0,0.0,0.004,0.016,0.002,0.002,0.0,0.966,0.004,0.006
0.002,0.006,0.002,0.018,0.02,0.008,0.0,0.822,0.024,0.098
0.004,0.06,0.014,0.066,0.058,0.06,0.022,0.676,0.024,0.016
0.004,0.006,0.0,0.006,0.006,0.018,0.952,0.006,0.0,0.002
0.0,0.008,0.028,0.072,0.022,0.014,0.004,0.764,0.086,0.002
0.008,0.01,0.088,0.128,0.012,0.02,0.634,0.028,0.05,0.022
0.004,0.0,0.0,0.006,0.02,0.004,0.956,0.006,0.004,0.0
0.0,0.0,0.006,0.988,0.0,0.0,0.0,0.002,0.0,0.004
0.0,0.0,0.004,0.97,0.0,0.004,0.0,0.002,0.004,0.016
0.004,0.012,0.002,0.012,0.016,0.01,0.92,0.002,0.014,0.008
0.006,0.006,0.0,0.0,0.852,0.024,0.104,0.004,0.004,0.0
0.0,0.002,0.0,0.016,0.0,0.012,0.0,0.002,0.0,0.968
0.004,0.004,0.002,0.038,0.0,0.92,0.006,0.0,0.01,0.016
0.0,0.012,0.002,0.002,0.01,0.002,0.968,0.0,0.002,0.002
0.0,0.032,0.052,0.706,0.004,0.082,0.012,0.008,0.018,0.086
0.0,0.006,0.922,0.054,0.0,0.006,0.0,0.008,0.004,0.0
0.008,0.046,0.002,0.006,0.132,0.066,0.016,0.036,0.026,0.662
0.018,0.05,0.018,0.022,0.104,0.006,0.66,0.02,0.08,0.022
0.006,0.008,0.01,0.014,0.038,0.01,0.004,0.85,0.046,0.014
0.046,0.01,0.0,0.028,0.002,0.044,0.004,0.02,0.024,0.822
0.006,0.254,0.052,0.02,0.008,0.004,0.01,0.008,0.626,0.012
0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.002,0.002,0.0
0.01,0.028,0.0,0.0,0.726,0.086,0.022,0.016,0.02,0.092
0.0,0.022,0.034,0.05,0.03,0.008,0.0,0.798,0.042,0.016
0.0,0.03,0.018,0.03,0.012,0.008,0.872,0.002,0.024,0.004
0.948,0.0,0.004,0.002,0.014,0.008,0.002,0.006,0.008,0.008
0.0,0.776,0.028,0.008,0.016,0.006,0.034,0.012,0.118,0.002
0.0,0.13,0.404,0.03,0.046,0.002,0.064,0.014,0.298,0.012
0.006,0.008,0.932,0.008,0.0,0.004,0.024,0.002,0.016,0.0
0.0,0.006,0.972,0.002,0.0,0.002,0.006,0.002,0.008,0.002
0.0,0.026,0.04,0.898,0.0,0.012,0.002,0.002,0.008,0.012
0.002,0.004,0.01,0.016,0.018,0.018,0.0,0.874,0.028,0.03
0.01,0.034,0.0,0.024,0.032,0.528,0.274,0.016,0.072,0.01
0.006,0.84,0.002,0.014,0.04,0.008,0.008,0.008,0.032,0.042
0.01,0.022,0.098,0.006,0.012,0.016,0.03,0.014,0.756,0.036
0.006,0.004,0.008,0.02,0.004,0.028,0.006,0.014,0.048,0.862
0.0,0.014,0.006,0.036,0.012,0.006,0.002,0.916,0.006,0.002
0.012,0.014,0.018,0.022,0.004,0.056,0.832,0.002,0.034,0.006
0.014,0.006,0.006,0.05,0.0,0.04,0.0,0.002,0.006,0.876
0.008,0.096,0.004,0.018,0.118,0.542,0.068,0.012,0.05,0.084
0.01,0.752,0.01,0.006,0.012,0.004,0.016,0.012,0.168,0.01
0.016,0.014,0.006,0.116,0.004,0.08,0.008,0.012,0.07,0.674
0.0,0.0,0.002,0.008,0.004,0.0,0.0,0.98,0.002,0.004
0.022,0.016,0.024,0.078,0.004,0.024,0.0,0.026,0.092,0.714
0.002,0.004,0.014,0.096,0.0,0.002,0.0,0.004,0.006,0.872
0.008,0.01,0.04,0.76,0.012,0.01,0.024,0.008,0.082,0.046
0.032,0.002,0.002,0.0,0.944,0.0,0.002,0.002,0.01,0.006
0.992,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.002,0.002
0.042,0.422,0.008,0.05,0.084,0.042,0.034,0.044,0.094,0.18
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002,0.038,0.036,0.04,0.004,0.006,0.002,0.002,0.86,0.01
0.002,0.308,0.074,0.102,0.066,0.008,0.026,0.162,0.218,0.034
0.01,0.068,0.0,0.002,0.622,0.068,0.012,0.064,0.022,0.132
0.004,0.058,0.808,0.032,0.0,0.022,0.006,0.004,0.056,0.01
0.01,0.0,0.016,0.032,0.0,0.002,0.0,0.002,0.0,0.938
0.016,0.05,0.054,0.026,0.036,0.006,0.062,0.04,0.662,0.048
0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002
0.004,0.004,0.0,0.01,0.03,0.012,0.934,0.0,0.004,0.002
0.002,0.0,0.008,0.844,0.0,0.014,0.0,0.0,0.0,0.132
0.0,0.096,0.746,0.02,0.006,0.052,0.008,0.02,0.052,0.0
0.002,0.944,0.004,0.008,0.002,0.01,0.0,0.002,0.016,0.012
0.87,0.002,0.012,0.01,0.008,0.024,0.004,0.018,0.012,0.04
0.036,0.05,0.006,0.008,0.666,0.098,0.064,0.06,0.01,0.002
0.0,0.004,0.0,0.0,0.974,0.002,0.004,0.002,0.012,0.002
0.99,0.0,0.002,0.0,0.002,0.0,0.002,0.002,0.002,0.0
0.008,0.002,0.008,0.004,0.0,0.026,0.0,0.0,0.006,0.946
0.0,0.008,0.002,0.01,0.008,0.014,0.0,0.928,0.016,0.014
0.002,0.774,0.018,0.016,0.018,0.046,0.114,0.002,0.006,0.004
0.0,0.008,0.01,0.006,0.022,0.0,0.944,0.002,0.008,0.0
0.028,0.044,0.024,0.034,0.016,0.046,0.018,0.034,0.716,0.04
0.006,0.066,0.002,0.01,0.818,0.002,0.034,0.02,0.028,0.014
0.002,0.004,0.002,0.0,0.976,0.002,0.0,0.006,0.008,0.0
0.888,0.0,0.01,0.008,0.01,0.008,0.018,0.004,0.02,0.034
0.002,0.004,0.006,0.006,0.02,0.006,0.006,0.932,0.016,0.002
0.01,0.034,0.004,0.024,0.094,0.012,0.014,0.706,0.068,0.034
0.004,0.064,0.066,0.12,0.038,0.12,0.0,0.126,0.422,0.04
0.002,0.002,0.008,0.0,0.0,0.012,0.946,0.0,0.026,0.004
0.0,0.01,0.01,0.004,0.006,0.024,0.93,0.0,0.012,0.004
0.982,0.0,0.0,0.0,0.012,0.002,0.004,0.0,0.0,0.0
0.002,0.002,0.014,0.012,0.0,0.006,0.94,0.002,0.016,0.006
0.0,0.004,0.048,0.784,0.0,0.026,0.004,0.02,0.07,0.044
0.012,0.0,0.008,0.036,0.0,0.038,0.0,0.0,0.01,0.896
0.018,0.012,0.002,0.006,0.712,0.062,0.02,0.048,0.032,0.088
0.018,0.056,0.03,0.124,0.042,0.116,0.03,0.036,0.098,0.45
0.0,0.012,0.952,0.002,0.004,0.01,0.004,0.006,0.006,0.004
0.0,0.002,0.952,0.038,0.0,0.002,0.002,0.0,0.004,0.0
0.014,0.054,0.004,0.006,0.846,0.022,0.012,0.002,0.024,0.016
0.018,0.47,0.02,0.02,0.054,0.08,0.02,0.06,0.248,0.01
0.004,0.002,0.002,0.0,0.984,0.002,0.002,0.0,0.004,0.0
0.002,0.914,0.012,0.01,0.008,0.008,0.002,0.0,0.026,0.018
0.002,0.028,0.012,0.014,0.006,0.018,0.012,0.01,0.87,0.028
0.006,0.028,0.03,0.03,0.048,0.04,0.006,0.714,0.07,0.028
0.006,0.074,0.63,0.054,0.022,0.012,0.01,0.016,0.136,0.04
0.016,0.004,0.0,0.002,0.948,0.004,0.004,0.004,0.012,0.006
0.01,0.008,0.002,0.004,0.744,0.012,0.016,0.14,0.034,0.03
0.004,0.004,0.016,0.044,0.0,0.048,0.0,0.006,0.102,0.776
0.0,0.004,0.98,0.006,0.0,0.0,0.002,0.002,0.004,0.002
0.024,0.028,0.012,0.006,0.664,0.048,0.192,0.006,0.018,0.002
0.004,0.062,0.442,0.066,0.02,0.01,0.02,0.046,0.3,0.03
0.0,0.008,0.962,0.014,0.002,0.008,0.0,0.002,0.002,0.002
0.01,0.194,0.008,0.02,0.03,0.062,0.0,0.066,0.046,0.564
0.014,0.09,0.008,0.046,0.034,0.036,0.05,0.012,0.622,0.088
0.0,0.01,0.946,0.01,0.0,0.0,0.0,0.002,0.03,0.002
0.0,0.022,0.96,0.004,0.0,0.0,0.002,0.002,0.008,0.002
0.0,0.048,0.044,0.072,0.13,0.086,0.002,0.246,0.238,0.134
0.0,0.0,0.002,0.976,0.0,0.004,0.002,0.0,0.008,0.008
0.006,0.0,0.002,0.004,0.844,0.046,0.082,0.006,0.008,0.002
0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.002,0.0
0.006,0.128,0.092,0.372,0.004,0.158,0.002,0.004,0.074,0.16
0.116,0.02,0.018,0.074,0.01,0.042,0.018,0.018,0.056,0.628
0.004,0.01,0.032,0.704,0.004,0.114,0.012,0.006,0.052,0.062
0.0,0.696,0.066,0.008,0.024,0.048,0.064,0.02,0.07,0.004
0.0,0.002,0.95,0.008,0.0,0.02,0.0,0.008,0.008,0.004
0.026,0.002,0.002,0.026,0.006,0.64,0.0,0.004,0.026,0.268
0.008,0.052,0.024,0.002,0.03,0.004,0.87,0.0,0.01,0.0
0.008,0.032,0.096,0.1,0.006,0.014,0.006,0.014,0.718,0.006
0.018,0.046,0.038,0.036,0.046,0.03,0.026,0.038,0.604,0.118
0.01,0.016,0.018,0.01,0.02,0.014,0.004,0.01,0.832,0.066
0.002,0.788,0.014,0.014,0.016,0.026,0.074,0.028,0.032,0.006
0.006,0.03,0.002,0.016,0.05,0.004,0.002,0.762,0.056,0.072
0.002,0.026,0.786,0.05,0.002,0.014,0.002,0.062,0.054,0.002
0.002,0.006,0.002,0.014,0.038,0.034,0.002,0.83,0.044,0.028
0.0,0.0,0.01,0.052,0.0,0.888,0.012,0.0,0.02,0.018
0.036,0.046,0.046,0.012,0.068,0.038,0.012,0.62,0.046,0.076
0.004,0.036,0.576,0.09,0.008,0.014,0.002,0.042,0.216,0.012
0.004,0.766,0.018,0.02,0.012,0.006,0.004,0.068,0.09,0.012
0.002,0.008,0.036,0.79,0.0,0.032,0.008,0.002,0.06,0.062
0.002,0.014,0.006,0.0,0.008,0.002,0.962,0.0,0.004,0.002
0.004,0.008,0.002,0.0,0.012,0.008,0.946,0.0,0.02,0.0
0.0,0.002,0.01,0.952,0.0,0.006,0.0,0.0,0.01,0.02
0.002,0.482,0.132,0.03,0.004,0.038,0.066,0.004,0.228,0.014
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
